race_date,race_course,race_no,race_time,race_name,race_track,race_distance,race_going,weather_condition,entry_type,entry_weight,entry_age,race_type,value_of_race,final_position,margin,bracket,horse_number,horse_name,horse_id,horse_sex,horse_age,horse_weight,trainer,jockey,running_position,finish_time,win_fav,win_odds,sire,dam,dam_sire,dam_dam
2024-01-13,KOKURA,6,12:45,,Turf,2600,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,11th,3/4,7,13,Chiborg,2020104778,F,4,55.0,Hitoshi Matoba,Yoshihiro Furukawa,14>14>14>12>11th,2:40.5,16.0,308.0,Shanghai Bobby,Instinct Feel,Statue of Liberty,Never Kagura
2024-01-13,KOKURA,6,12:45,,Turf,2600,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,12th,NK,5,9,Cosmo Dark Night,2019102611,H,5,58.0,Naohiro Yoshida,Akatsuki Tomita,7>6>7>8>12th,2:40.6,13.0,147.2,Heart's Cry,Nanayo Tiara,Meiner Love,Nanayo Storm
2024-01-13,KOKURA,6,12:45,,Turf,2600,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,13th,1/2,8,16,Periplus,2020105796,C,4,57.0,Yoshikatsu Sato,Masami Matsuoka,16>16>16>15>13th,2:40.6,12.0,87.3,Gold Ship,Meine Libertas,Conduit,Air Liberty
2024-01-13,KOKURA,6,12:45,,Turf,2600,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,14th,1/2,2,3,Taisei Arthur,2018104791,H,6,58.0,Makoto Saito,Arata Saito,15>15>11>8>14th,2:40.7,6.0,17.0,King Kamehameha,Mlle de Paris,Sunday Silence,Admise
2024-01-13,KOKURA,6,12:45,,Turf,2600,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,15th,1 1/4,3,5,Ausangate,2017105179,H,7,58.0,Mitsumasa Nakauchida,Yuji Nakai,9>11>11>14>15th,2:40.9,8.0,30.3,Deep Impact,Azeri,Jade Hunter,Zodiac Miss
2024-01-13,KOKURA,6,12:45,,Turf,2600,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,16th,9,1,2,Lost Ball,2019106972,G,5,58.0,Minoru Oguri,Takashi Fujikake,9>8>14>15>16th,2:42.3,14.0,218.2,Furioso,Sense of Love,Street Sense,Love in the Dark
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,1st,,1,2,Vent de Lin,2020105991,C,4,57.0,Daisuke Takayanagi,Katsuma Sameshima,9>9>2>2>1st,1:47.4,2.0,3.4,Furioso,Royal Clipper,Agnes Tachyon,Tea Clipper
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,2nd,1 1/4,7,14,Black Souther,2019105678,H,5,55.0,Hiroyuki Oneda,Koji Nishizuka,13>14>12>8>2nd,1:47.5,12.0,96.3,Danon Legend,Queen's Kimberley,Zenno Rob Roy,Preeminence
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,3rd,NK,6,11,Kurino Glory,2020102360,C,4,55.0,Kiyoshi Tani,Ryota Kobayashi,3>4>3>3>3rd,1:47.6,4.0,9.2,Lovely Day,Moere Eternal,Gold Halo,Catria
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,4th,1/2,2,3,Zwei Sterne,2019104475,H,5,58.0,Tomohiko Hatsuki,Hayato Yoshida,6>6>7>5>4th,1:47.7,11.0,44.8,Leontes,Dream a Dream,Deep Impact,Josh's Madelyn
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,5th,3/4,5,10,Sunrise Skaal,2019101621,H,5,58.0,Koichi Ishizaka,Arata Saito,6>6>10>8>5th,1:47.8,1.0,3.4,The Factor,Sunday Sunrise,Sunday Silence,Silver Coast
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,6th,3/4,1,1,Eifer Fight,2019101233,H,5,58.0,Ippo Sameshima,Takashi Fujikake,3>2>3>3>6th,1:47.9,10.0,27.9,Battle Plan,Airy Tune,Stay Gold,Reinforced
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,7th,2,8,16,Manno Lightning,2020101113,C,4,56.0,Koichi Tsunoda,Yamato Tsunoda,2>2>3>5>7th,1:48.3,9.0,23.6,Tosen Ra,Manno Victoria,Tokai Teio,Mariemma
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,8th,NK,8,15,Hierba Buena,2020106899,C,4,57.0,Naosuke Sugai,Atsuya Nishimura,1>1>1>1>8th,1:48.3,5.0,10.4,Majestic Warrior,Minty Air,Agnes Tachyon,Hit the Spot
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,9th,3/4,5,9,Hiruno Pyrenees,2020100673,C,4,54.0,Yoshihito Kitade,Manami Nagashima,3>4>7>8>9th,1:48.5,3.0,6.3,Just a Way,Volcan,Lord Kanaloa,Shonan Act
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,10th,1,3,5,Namura Micheal,2020106145,C,4,53.0,Akira Murayama,Nana Kawaharada,13>13>12>13>10th,1:48.7,15.0,130.3,Real Steel,Namura Lyra,Rulership,Kaiteki Celeb
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,11th,1/2,4,8,Kurino Minister,2019103285,H,5,58.0,Yoshiyuki Arakawa,Yoshimasa Kido,10>10>14>13>11th,1:48.8,13.0,97.7,Sinister Minister,I'm Here,Precise End,Ikeike Monchitch
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,12th,1/2,2,4,Wood Shock,2019106923,H,5,58.0,Hiroaki Sugiura,Yuji Tannai,10>10>6>7>12th,1:48.9,8.0,21.1,Rulership,Gelateria Bar,Manhattan Cafe,Shapira
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,13th,NK,7,13,Leflaive,2020104490,C,4,56.0,Yuki Uehara,Daisuke Sasaki,6>6>10>12>13th,1:48.9,7.0,16.7,Heart's Cry,Tammy the Torpedo,More Than Ready,Search and Seizure
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,14th,1 1/2,3,6,Tonitrus,2020106697,C,4,54.0,Koichi Shinkai,Kota Washizu,15>14>9>8>14th,1:49.2,6.0,16.2,Majestic Warrior,Sirius Tosho,Special Week,Sister Tosho
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,15th,3,4,7,Sano Laki,2019102178,H,5,54.0,Toshihiro Ebina,Miku Kobayashi,16>16>16>16>15th,1:49.7,14.0,113.7,Gold Ship,Coral View,King Halo,Hoyo Marine
2024-01-13,KOKURA,7,13:15,,Dirt,1700,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,16th,NK,6,12,Space the Ripper,2019101473,H,5,58.0,Hirofumi Toda,Kazuki Kikuzawa,12>12>14>15>16th,1:49.8,16.0,161.3,Sinister Minister,Southern Jewelry,Afleet,South Beauty
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,1st,,8,16,Red Valentia,2020106413,C,4,56.0,Takahisa Tezuka,Daisuke Sasaki,7>4>4>4>1st,1:46.7,6.0,10.7,Leontes,Red Majeur,Deep Impact,Mandalara
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,2nd,1 1/4,7,14,Cosmo Express,2019100702,H,5,58.0,Yasutoshi Matsunaga,Yuji Tannai,12>12>10>7>2nd,1:46.9,9.0,36.0,A Shin Hikari,Lever Son Verre,Kurofune,Fete du Vin
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,3rd,3/4,4,8,Shadow Sonic,2020102874,C,4,57.0,Yasuyuki Tsujino,Hideaki Miyuki,9>9>12>13>3rd,1:47.0,5.0,10.0,Epiphaneia,Shadow Moon,King Halo,Ebisu Family
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,4th,1 3/4,2,4,Blue Win,2020101768,F,4,54.0,Hisashi Shimizu,Toshiki Akiyama,9>9>7>7>4th,1:47.3,7.0,19.8,Just a Way,Egoist,Fasliyev,Golden Cherry
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,5th,NS,6,11,Suzuka King,2017105614,H,7,58.0,Kiyoshi Tani,Yuji Hishida,3>4>4>4>5th,1:47.3,8.0,31.7,Kizuna,Realisatrice,Numerous,Riziere
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,6th,1 1/2,5,9,Hidden King,2019106716,H,5,58.0,Daishi Ito,Genki Maruyama,12>14>14>15>6th,1:47.6,15.0,257.7,Duramente,Philopator,Jungle Pocket,Wild Lily
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,7th,NK,3,6,Baroque Dance,2020103094,F,4,55.0,Hitoshi Kotegawa,Kazuki Kikuzawa,5>7>7>7>7th,1:47.6,10.0,62.5,Maurice,Rythmique Dance,Dance in the Dark,Legacy of Strength
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,8th,NK,2,3,Noble Marche,2020104636,F,4,55.0,Takashi Kubota,Hiroto Mayuzumi,12>13>12>11>8th,1:47.7,11.0,63.4,Rulership,Peach Blow Fizz,Symboli Kris S,Pink Papillon
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,9th,NK,6,12,Ezo Daimon,2020103794,C,4,57.0,Koshiro Take,Hayato Yoshida,3>3>2>2>9th,1:47.7,1.0,2.9,Heart's Cry,Mejiro Tsubone,Swept Overboard,Mejiro Rubato
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,10th,HD,1,1,Soul Yunibansu,2017105358,G,7,58.0,Osamu Hirata,Yu Kuroiwa,15>15>14>13>10th,1:47.7,14.0,243.0,Kinshasa no Kiseki,C Karma,Exchange Rate,C B Carm
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,11th,1/2,5,10,Fringe Tiara,2020101344,F,4,51.0,Kazuyuki Ogata,Miku Kobayashi,2>2>2>2>11th,1:47.8,16.0,302.8,Satono Crown,Valhalling,Halling,Warranty Applied
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,12th,1,7,13,Imperial Court,2020102561,F,4,55.0,Yuichi Shikato,Kiwamu Ogino,7>7>10>11>12th,1:48.0,12.0,82.3,Daiwa Major,Seelie Court,Distorted Humor,Sea Reel
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,13th,NK,1,2,Generalife,2018106353,M,6,54.0,Norio Fujisawa,Nanako Fujita,16>15>16>16>13th,1:48.0,13.0,198.5,Duramente,Toko Viola,Deep Impact,Kyoei Forte
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,14th,HD,8,15,Belle Chambre,2020103402,F,4,55.0,Mitsumasa Nakauchida,Yuga Kawada,11>11>7>7>14th,1:48.0,2.0,3.5,Kizuna,Chambre d'Hote,Lope de Vega,Multicolour Wave
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,15th,NK,3,5,Toa Raiden,2020103168,C,4,57.0,Akira Murayama,Yuji Nakai,5>4>4>4>15th,1:48.1,3.0,7.1,Mind Your Biscuits,Jaune d'Ambre,Agnes Digital,Maltese Heat
2024-01-13,KOKURA,8,13:45,,Turf,1800,Good to Firm,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,16th,4,4,7,Haleakala Hula,2020103292,F,4,52.0,Hidetaka Otonashi,Manami Nagashima,1>1>1>1>16th,1:48.8,4.0,8.2,Lovely Day,Orchid Lei,Deep Impact,Shells Lei
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,1st,,5,9,Lanikai,2019100635,M,5,56.0,Mikio Matsunaga,Katsuma Sameshima,10>9>7>4>1st,1:45.6,3.0,6.5,Lani,Complicata,Mr. Prospector,All About Style
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,2nd,NK,3,6,Elsas Traum,2019104688,M,5,56.0,Koshiro Take,Kota Fujioka,4>4>5>4>2nd,1:45.6,11.0,79.4,Lohengrin,Omega Signorina,Agnes Tachyon,Shoko
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,3rd,NK,8,15,Meisho Homare,2019103401,M,5,56.0,Masahiro Matsunaga,Daito Ozawa,2>2>2>2>3rd,1:45.7,6.0,20.5,Discreet Cat,Meisho Laguna,Bubble Gum Fellow,With Strings
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,4th,3/4,4,8,Montbretia,2019106419,M,5,56.0,Makoto Saito,Arata Saito,11>12>11>8>4th,1:45.8,10.0,54.0,Kizuna,Mischa Revue,Agnes Tachyon,Name Value
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,5th,2,5,10,Smart Cape,2020102187,F,4,55.0,Yasuyuki Tsujino,Atsuya Nishimura,1>1>1>1>5th,1:46.2,1.0,2.0,Sinister Minister,Smart Noel,Vermilion,Smart Pulse
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,6th,NK,6,11,Wild Betty,2019105073,M,5,56.0,Teiichi Konno,Luke Morris,7>7>7>8>6th,1:46.2,12.0,131.7,Duramente,Include Betty,Include,Betty's Solutions
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,7th,NK,1,1,Coloration,2018104985,M,6,56.0,Takeshi Matsushita,Akatsuki Tomita,9>9>11>11>7th,1:46.3,7.0,24.1,King Kamehameha,Colorful Blossom,Heart's Cry,Tropical Blossom
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,8th,1 1/2,6,12,Lance of Saturn,2020104772,F,4,55.0,Masaru Honda,Yuji Tannai,4>4>5>7>8th,1:46.5,4.0,13.4,Kitasan Black,My Tity,Empire Maker,Cheers Goddess
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,9th,3/4,2,3,Vaudeville,2020105872,F,4,55.0,Kazuya Nakatake,Yusuke Fujioka,15>15>15>15>9th,1:46.6,13.0,134.9,Rulership,Storm Image,Dance in the Dark,Super Dress
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,10th,1 1/2,2,4,Salisbury,2019109109,M,5,56.0,Masahiro Takeuchi,Daisuke Sasaki,7>7>7>8>10th,1:46.9,16.0,189.4,Daiwa Major,Niigatta Mail,Symboli Kris S,Royal Tiara
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,11th,1 1/4,4,7,Meisho Poppet,2020106896,F,4,55.0,Koichi Tsunoda,Yamato Tsunoda,11>9>3>3>11th,1:47.1,2.0,3.7,Victoire Pisa,Mariette,Uncle Mo,Jealous Girl
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,12th,1/2,7,13,Scandinavia,2019102794,M,5,56.0,Akio Adachi,Hideaki Miyuki,3>3>3>4>12th,1:47.2,8.0,29.2,Curren Black Hill,Emerald Coast,Dance in the Dark,Silver Coast
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,13th,NK,3,5,Pumehana,2020105643,F,4,55.0,Ippo Sameshima,Genki Maruyama,16>16>16>15>13th,1:47.2,5.0,14.8,Eskendereya,Pinwheel,King Kamehameha,Orca Impulse
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,14th,1 1/2,7,14,Barairono Kiseki,2018100185,M,6,56.0,Kazuya Nakatake,Yuji Hishida,6>6>7>11>14th,1:47.5,9.0,38.5,Kinshasa no Kiseki,Cruzada Americana,Nedawi,Spring Princess
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,15th,1 1/2,8,16,Purple Glory,2019101607,M,5,56.0,Yasuyuki Takahashi,Manami Nagashima,13>13>13>13>15th,1:47.7,14.0,154.3,Just a Way,Wisteria Arch,King Kamehameha,Barbicat
2024-01-13,KOKURA,9,14:15,HIBIKINADA TOKUBETSU,Dirt,1700,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,29940000,16th,2 1/2,1,2,Chuwa Morning,2020101893,F,4,55.0,Ken Kozaki,Masami Matsuoka,14>14>13>13>16th,1:48.1,15.0,186.1,Kizuna,Morning Rise,Acatenango,Morning Light
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,1st,,7,8,Dantsu Innova,2017103020,M,7,56.0,Kiyoshi Tani,Shinichiro Akiyama,10>9>1st,1:08.2,11.0,43.6,Meisho Bowler,Silent Eve,Agnes Tachyon,Christmas Tree
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,2nd,1 1/4,8,11,Meisho Habotan,2018106455,M,6,56.0,Masaru Honda,Genki Maruyama,8>6>2nd,1:08.3,6.0,11.8,Meisho Samson,Blue Box Bow,Sunday Silence,Blue Butterfly
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,3rd,1 1/4,4,4,Justaucorps,2018110001,H,6,58.0,Ryuji Okubo,Kota Fujioka,7>6>3rd,1:08.5,5.0,8.9,Shalaa,Jemayel,Lope de Vega,Nawal
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,4th,NS,6,6,Y'all,2019101270,M,5,56.0,Takahisa Tezuka,Yuji Tannai,6>6>4th,1:08.5,7.0,13.7,Lord Kanaloa,Top of Dora,Grand Slam,Maltese Dianne
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,5th,1/2,6,7,Hakusan Pioneer,2020105568,C,4,58.0,Hisashi Shimizu,Hideaki Miyuki,4>2>5th,1:08.6,2.0,4.6,Drefong,Nimaru Otome,Zenno Rob Roy,Forest Zone
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,6th,1 1/4,1,1,Sourire d'Ange,2019110042,M,5,56.0,Mitsumasa Nakauchida,Yusuke Fujioka,8>9>6th,1:08.8,4.0,7.0,Dark Angel,Coyote,Indian Ridge,Caramba
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,7th,1,5,5,Glanz Berry,2020104087,F,4,56.0,Katsunori Tanaka,Takashi Fujikake,1>1>7th,1:09.0,1.0,3.7,Eishin Flash,Raspberry Time,Fuji Kiseki,Lady Strawberry
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,8th,3/4,3,3,Kangchenjunga,2020101503,C,4,58.0,Yasushi Shono,Atsuya Nishimura,2>3>8th,1:09.1,3.0,5.3,Big Arthur,Questa Volta,Novellist,Wide Sapphire
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,9th,3,8,10,Narita Rose,2018104559,M,6,56.0,Ryo Takahashi,Yuji Hishida,4>3>9th,1:09.6,8.0,14.4,Daiwa Major,Offtheoldblock,A.P. Indy,Chip
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,10th,3,7,9,Ambivalent,2020102140,C,4,58.0,Takafumi Aoki,Daisuke Sasaki,2>3>10th,1:10.1,10.0,26.6,Discreet Cat,For Me,Admire Max,Infatuer
2024-01-13,KOKURA,10,14:50,OGORI TOKUBETSU,Turf,1200,Good to Firm,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,29790000,11th,1/2,2,2,Nishino Defile,2019103233,G,5,58.0,Hiroshi Miyamoto,Yoshihiro Furukawa,10>11>11th,1:10.2,9.0,25.1,Lord Kanaloa,Nishino Merumo,Special Week,Nadra
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,1st,,7,12,Mikki Gorgeous,2020103640,F,4,54.0,Takayuki Yasuda,Yuga Kawada,10>10>4>2>1st,1:57.9,1.0,2.0,Mikki Rocket,Mikki Queen,Deep Impact,Musical Way
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,2nd,1/2,3,3,Tagano Passion,2018101943,M,6,53.0,Koshiro Take,Yuji Hishida,7>8>9>6>2nd,1:58.0,8.0,20.9,King Kamehameha,Admire Silk,Symboli Kris S,Catch the Gold
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,3rd,3/4,2,2,Costa Bonita,2019104968,M,5,55.0,Yoshiaki Sugiyama,Katsuma Sameshima,4>4>4>4>3rd,1:58.1,2.0,6.3,Isla Bonita,Lady Ying,Kendor,Super Vite
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,4th,1 3/4,4,5,Allegro Moderato,2019100693,M,5,51.0,Ryo Takei,Akatsuki Tomita,3>3>2>1>4th,1:58.4,6.0,19.3,Heart's Cry,Nasuno Sibelius,Unbridled's Song,Cradlesong
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,5th,NK,8,14,Teleos Mana,2018103377,M,6,49.0,Takeshi Matsushita,Takashi Fujikake,13>13>14>12>5th,1:58.4,13.0,93.7,Epiphaneia,Beauty Song,Danehill,Max Jolly
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,6th,1,8,13,Phrase d'Armes,2018105017,M,6,54.0,Masahiro Matsunaga,Arata Saito,9>9>4>6>6th,1:58.6,9.0,25.6,Kizuna,Coup de Grace,White Muzzle,Grace Rumor
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,7th,NK,5,8,Roselite,2018102715,M,6,53.0,Hisashi Shimizu,Hideaki Miyuki,4>4>4>6>7th,1:58.6,7.0,19.9,Kizuna,Embrace,Afleet,Peche Minimum
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,8th,HD,5,7,Rouge Stiria,2019104982,M,5,54.0,Hideaki Fujiwara,Luke Morris,6>6>4>4>8th,1:58.6,5.0,15.9,Deep Impact,Driven Snow,Storm Cat,Wandesta
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,9th,1,7,11,Saint Camellia,2019105040,M,5,54.0,Tomokazu Takano,Atsuya Nishimura,12>12>9>6>9th,1:58.8,3.0,7.2,Duramente,Admire Teresa,Helissio,Heed
2024-01-13,KOKURA,11,15:25,THE AICHI HAI(G3),Turf,2000,Good to Firm,Fine,INT F&M SD,Handicap,4-Year-Olds & Up,Open Class,72710000,10th,NK,6,10,Erika Vita,2019105448,M,5,55.0,Sakae Kunieda,Daisuke Sasaki,7>6>11>12>10th,1:58.8,10.0,40.2,King Kamehameha,Marciano,Fuji Kiseki,Keltshaan
